video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
ZEk1GefMvwM,17.14.11,Теща и морячок - По тещьему велению - Уральские Пельмени (2017),Уральские Пельмени,23,2017-11-12T15:00:04.000Z,"Теща и морячок|""Теща""|""морячок""|""По тещьему велению""|""Уральские Пельмени""|""Уральские Пельмени 2017""|""Уральские Пельмени концерт 2017""|""концерт 2017 смотреть онлайн""|""шоу уральские пельмени""|""Уральские Пельмени По тещьему велению""|""Уральские Пельмени новое шоу 2017""|""новое шоу 2017""|""Уральские Пельмени последний концерт""|""Уральские Пельмени последнее шоу""|""Уральские Пельмени смотреть онлайн""|""Аленушка""|""Иванушка""|""Иван-царевич""|""Змей-Горыныч""|""теремок""|""Финист-ясный""|""уральские пельмени новый концерт""",237457,2957,353,195,https://i.ytimg.com/vi/ZEk1GefMvwM/default.jpg,FALSE,FALSE,FALSE,"Теща и морячок - По тещьему велению - Уральские Пельмени концерт 2017 смотреть онлайн\nАфиша и билеты на Шоу Уральские Пельмени ►http://pelmeny.net\nПодпишись на Пельменей ►https://www.youtube.com/c/pelmenitv?sub_confirmation=1\n\nЗдесь смеется Аленушка, а платит Иванушка. \nЗдесь в пятницу вечером Иван-царевич, а в субботу утром Змей-Горыныч\nЗдесь теремок взят в ипотеку,  а на помощь приходит Финист-ясный хохот\nЗдесь, если не отведать молодильные шуточки можно превратиться в тыкву.\nВсе это в новом шоу «ПО ТЁЩЬЕМУ ВЕЛЕНИЮ»! \n\nШоу целиком: https://www.youtube.com/edit?o=U&video_id=ZzUZAN0ZWXU\n\nЧитай все наши новости, смотри фото, участвуй в конкурсах и узнавай обо всех событиях в команде в наших сообществах \n►ВК: http://vk.com/pelmeny_tv\n►Facebook: https://www.facebook.com/Pelmeny\n►Instagram: http://instagram.com/ural_pelmeny\n►Одноклассники: http://ok.ru/pelmeny\n►Twitter: https://twitter.com/Pelmeny\n►Google+: https://plus.google.com/+pelmeniTV\n►Мой Мир: http://my.mail.ru/community/ural_pelmeny\n\nНа официальном YouTube канале Уральских Пельменей смотри бесплатно онлайн все номера, видео за кадром, вырезанное из эфира СТС, закулисные съемки, ляпы и тематические подборки с участием артистов Шоу: Дмитрия Брекоткина, Андрея Рожкова, Вячеслава Мясникова, Юлии Михалковой, Дмитрия Соколова, Максима Ярицы, Сергея Исаева, Иланы Юрьевой, Александра Попова, Сергея Ершова, Ксении Корневой.\n\nУральские Пельмени - российское творческое объединение из Екатеринбурга, работающее в комедийном жанре. Организовано в 1993 году как команда КВН. Одна из самых популярных команд КВН, чемпионы Высшей лиги КВН 2000 года. С 2009 года Уральские Пельмени представляют собственное одноименное юмористическое шоу на телеканале СТС, а также ряд других юмористических проектов.\nКоманда состоит из 12 человек во главе с Сергеем Исаевым. Актёры команды являются и авторами номеров; в то же время есть и другие группы сценаристов, которые трудятся над различными проектами Уральских пельменей.\n\nВкусные, горячие, вареные или отмороженные, со сметанкой и с юмором - Уральские Пельмени!\nПельмени залезли без масла в нашу жизнь и теперь занимаются производством телепередач, режиссурой, рекламой, выступают на новогодних корпоративах (а кто, извините, на них не выступает??) и колесят по разным городам, чтобы не столько мир посмотреть, сколько себя показать. У жителей многих городов есть возможность получать порцию Уральских Пельменей на ужин не только из телевизора и в YouTube, но и вживую со сцены. Ждём вас на наших шоу!"
wIReYFIqFIc,17.14.11,Продолжаю осваивать Кэшбери. Инвестировал 30 000 рублей.,Кэшбери - развод или способ заработка?,27,2017-11-13T05:00:02.000Z,"кэшбери|""работа""|""заработок""|""деньги""|""вложения""|""инвестиция""|""интернет""|""акции""|""торги""|""аукцион""|""лига""|""легко""|""заработок без вложений""|""втренде""|""топ""|""лидер""|""рынок""|""новинка""",76854,57,1139,274,https://i.ytimg.com/vi/wIReYFIqFIc/default.jpg,FALSE,FALSE,FALSE,Реферальная ссылка -  http://cashbery.info/?ref=95158\n\n\nВконтакте - https://vk.com/id404120629\nГруппа Вконтакте - https://vk.com/club155886227
3YQVjNUsNjc,17.14.11,10 СЛУЧАЕВ МОМЕНТАЛЬНОЙ КАРМЫ,Top Five,24,2017-11-13T16:00:17.000Z,"топ 10|""топ5""|""топ""|""мгновенная""|""карма""|""моментальная""|""наказание""|""неудача""|""удача""|""фейлы""|""снятые на камеру""|""неудачники""|""смешное""|""факты""",116081,8739,235,327,https://i.ytimg.com/vi/3YQVjNUsNjc/default.jpg,FALSE,FALSE,FALSE,"Международная школа Dragon-English: 5-ть бесплатных уроков при регистрации: https://goo.gl/YNH3by\n\nПОДПИШИСЬ НА НОВЫЕ ТОПЫ: http://bit.ly/FiveTop5\nПаблик Вконтакте: http://vk.com/fivetop5\nРЕКЛАМА: https://vk.com/fivetop5?w=page-46833311_49858068\n\nВ данном ролики вы увидите 10 случаев мгновенной кармы, которые удалось снять на камеру."
r-uWNiiqF3U,17.14.11,Стереотип (Кельвин) - Чил,Стереотип,10,2017-11-13T13:27:01.000Z,"Кельвин|""Стереотип""|""stereotype""|""пацанки""|""пацанки 2""|""пацанки2""|""пацанки пятница""|""пятница""|""дворецкий""|""пацанки 2 сезон""|""кельвин кляйн""|""Calvin""|""чил""|""чилл""|""пятница онлайн""|""почилить""|""alex shumy""|""shum""|""черный фрак""|""биджо""|""я так хочу почилить""|""киев""|""бэнгер""|""финал""|""шум""|""banger""|""кельвин стереотип""|""стереотип кельвин""|""пацанки кельвин""|""пацанки 2 кельвин""|""клип чил""|""пацанки новая жизнь""|""Школа Леди""|""Анастасия депутат""|""Пацанки 2 сезон""|""Кельвин Кльяйн""|""дворецкий кельвин""|""дворецкий из пацанок""|""Пацанки Пятница""",19372,1093,51,146,https://i.ytimg.com/vi/r-uWNiiqF3U/default.jpg,FALSE,FALSE,FALSE,"Я так хочу почилить! Лють BANGER!! (36+) Пацанки 2 и Кельвин! ПРЕМЬЕРА! Готов лютый замес! ВИРУС!\nЯ так хочу почилить! Бал! Кельвин с Настей Депутатом! Стереотип клип. РЭПчик!!! ЕЕЕ\nhttps://www.instagram.com/alex.shumy/\n https://vk.com/b1djoe\n https://www.facebook.com/profile.php?id=100002029850821\n\nДолгожданная песня и клип совместно с участницами шоу Пацанки 2 - Настя Кузнецова, депутат, Катя Хорошенко, Шаманка, Катя Шелег, Маша Кузьмина, Костыль,  Софи Беридзе, Мэри Джа, Лера Цветкова, Настя Яворская. Санкт-Петербург 2017\n\nPS. Кельвин больше не Кельвин (с) Стереотип"
kzAprgsUcbM,17.14.11,В Саранске спасатели извлекли из-под завалов тело третьей жертвы,Новости Саранска и Мордовии Столица С,25,2017-11-13T13:50:16.000Z,"СтолицаС|""Stolica""|""news""|""saransk""|""russia""|""mordovia""|""Саранск""|""Россия""|""новости""|""СМИ""|""Мордовия""",4636,0,0,0,https://i.ytimg.com/vi/kzAprgsUcbM/default.jpg,FALSE,FALSE,FALSE,Подробнее: https://stolica-s.su/incident/103399\n\nДругие новости Саранска и Мордовии читайте на сайте: https://stolica-s.su
Mep50x4zzXY,17.14.11,ВКурлык / интервью с Пахомом,Школа Пахома,27,2017-11-13T09:04:19.000Z,"Пахом|""зеленый слоник""|""вдудь""|""епифанцев""|""поехавший""",34858,934,52,133,https://i.ytimg.com/vi/Mep50x4zzXY/default.jpg,FALSE,FALSE,FALSE,Смотрите мою передачу с экстрасенсами\nМой Инстаграм: https://www.instagram.com/yapahom
3Ndea07TC6s,17.14.11,AUDI RS4 ИЛИ RS6? #ОДЕРЖИМЫЕ,/ zaRRubin \,2,2017-11-13T16:19:13.000Z,"#одержимые|""ドリフト""|""drift""|""zarrubin""|""красное кольцо""|""аркадий цареградцев""|""red ring""|""russia motorsport""|""анатолий зарубин""|""тест-драйв""|""корч""|""кольцо""|""rs6""|""rs4""|""audi""|""avant""|""аудироссия""|""audirussia""|""audirussland""|""audirs""|""audirs6""|""audirs4""|""audipower""|""audisport""|""audiquattro""|""quattro""|""audiworld""|""rsperformance""|""ingolstadt""|""Speed Goals""",100674,8969,134,565,https://i.ytimg.com/vi/3Ndea07TC6s/default.jpg,FALSE,FALSE,FALSE,"Если мы говорим про универсал, то чем он больше, тем лучше. А если речь пойдёт о спортивном вагоне? Какое из качеств быстрого универсала для нас будет важнее? Вместительность или управляемость?\n\nСсылка на группу ОДЕРЖИМЫЕ https://vk.com/driftfilm\n\nПри поддержке CarPrice\n\nCarPrice - быстрый и современный способ продажи твоей машины. Тачку пригнал - деньги забрал! https://goo.gl/SvqqrT\n\nГость рубрики Я научу тебя дрифтить создатель симулятора дрифта CarX \n\nКоманда CarX Technologies - это более 30 профессионалов своего дела. \nКомпания ищет новых талантов. \nhttp://carx-online.com/ru/vakansii/\n\nСкачать Игру на андроид: \nhttps://play.google.com/store/apps/details?id=com.CarXTech.CarXDriftRacingFull \n\nСкачать Игру на Apple: \nhttps://itunes.apple.com/ru/app/carx-drift-racing/id644907661 \n\nВерсия на компьютер CarX Drift Racing Online: \nhttp://store.steampowered.com/app/635260/CarX_Drift_Racing_Online/"
nWcKZtppdbg,17.14.11,ЭКСПЕРИМЕНТ: РЕАКЦИЯ РЫБКИ на ВАКУУМ,TimOn ChaveS,28,2017-11-13T13:00:07.000Z,"вакуум|""вакуумная установка""|""вода кипит в вакууме""|""воздушный шар в вакууме""|""что будет если""|""Тимон Чавес лицо""|""Timon Chaves""|""как влияет вакуум""",306619,39229,2207,4049,https://i.ytimg.com/vi/nWcKZtppdbg/default.jpg,FALSE,FALSE,FALSE,Бесплатный курс Основы программирования https://goo.gl/YcRxc9\n--------------------------------------\n✔МОЖЕТ ЛИ ЛОПНУТЬ КОКОС ИЗНУТРИ... ?! ЕСЛИ ЗАМОРОЗИТЬ КОКОСОВОЕ МОЛОЧКО ЖИДКИМ АЗОТОМ   - https://goo.gl/jhGxbV\n★ ТУТ Я ЭКОНОМЛЮ на АЛИЕКСПРЕСС до 15% http://goo.gl/VkwQcM\n♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦\n►ЗАКАЗАТЬ РЕКЛАМУ: https://vk.com/topic-98612792_32739861\n★Моя группа в VK: http://vk.com/club98612792\n♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦\nПонравились ВИДЕО?!  Еще:\n★ ЗАКРЫЛИ СЕЗОН БАТУТ ЧЕЛЛЕНДЖ - НА НЕГО УПАЛА ГИРЯ в 24 КГ. с 13 ЭТАЖА   - https://goo.gl/fWDxh9\n★ ЧТО ЕСЛИ GoPro КАМЕРУ ЗАПУСТИТЬ в КОСМОС ?! - https://goo.gl/yxjKrB\n★ ЧТО ЕСЛИ СУНУТЬ АРБУЗ в ВАКУУМ... ЗАКИПИТ или РАЗДУЕТСЯ..?!  - https://goo.gl/N3ry8M\n★ ЧТО ЕСЛИ ЗАЛИТЬ ЖИДКИЙ АЗОТ в ЧАЙНИК - НЕРЕАЛЬНЫЙ ЧАЙ -196 °С - https://goo.gl/9uWZij\n★ 10 НЕРЕАЛЬНЫХ МАСОК ДЛЯ ХЭЛЛОУИНА / ПРАНКИ НАД ДРУЗЬЯМИ / ДЛЯ ШКОЛЫ - https://goo.gl/9oVrAb\n★ ЧТО ЕСЛИ ЗАМОРОЗИТЬ БАСКЕТБОЛЬНЫЙ МЯЧ в ЖИДКОМ АЗОТЕ и СКИНУТЬ с 5 ЭТАЖА ?!  - https://goo.gl/2zfp2G\n★ ЧТО ЕСЛИ ЗАМОРОЗИТЬ БАТУТ в ЖИДКОМ АЗОТЕ и СКИНУТЬ ГИРЮ в 24 КГ. с 5 ЭТАЖА ?! - https://goo.gl/snHCSx\n★РЕАКЦИИ ПРОДАВЦОВ НА ШПИОНСКИЙ ПУЛЬТ В МАГАЗИНЕ !  https://goo.gl/Onuxw3\n♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦\nТОП 5 - Проверенные КРУТЫЕ товары РЕКОМЕНДУЮ:\n✔ Павербанк 370 руб. - http://ali.pub/3y8rh\n✔ ЛАЗЕР 1000 мА как у МЕНЯ - http://ali.pub/8djpf\n✔ Керамбит ЗУБ ТИГРА как у меня: http://ali.pub/1lmdhw\n✔ Нож - Кредитка 45 руб -  http://ali.pub/wpmkf\n✔ Браслет Выживания 100 руб. - http://ali.pub/uh59a\nГОРЯЧИЕ ТОВАРЫ ТУТ: http://ali.pub/rbhfy\n♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦♦\n✔Моя YOTUBE партнерка https://goo.gl/xQoEjQ\n✔Моя aliexpress партнёрка - зарабатываю 10-20 тыс. рублей в месяц - https://goo.gl/1N75Kv\n\nПроверка Эксперимента - ребята как и обещал новое видео с вакуумом...
Hrt9GWYyyrY,17.14.11,Дизайн ногтей Градиент/Гелевая Лепка 3D дизайн/ Аппаратный маникюр/ Самый красивый МАНИКЮР,Татьяна Бугрий,22,2017-11-13T09:56:51.000Z,"дизайн ногтей|""Бугрий""|""Татьяна бугрий""|""гель лак""|""yt:quality=high""|""гель лак маникюр""|""идеи маникюра""|""интересные дизайны ногтей""|""простые дизайны ногтей""|""рисунки гель лаком""|""Аппаратный маникюр""|""Самый красивый МАНИКЮР""|""Градиент""|""Гелевая Лепка""|""Объемный цветок""|""градиент кистью""|""радиальный градиент""|""сахарный маникюр""|""маникюр на сухой коже""|""объемный дизайн""|""дизайн 3D""|""Лепка 3D""",39637,3613,24,132,https://i.ytimg.com/vi/Hrt9GWYyyrY/default.jpg,FALSE,FALSE,FALSE,"Аппаратный маникюр на сухой коже и выполнение самого красивого маникюр с градиентом(кистью) и гелевой лепкой (3D дизайн). Объемный цветок со стразами С подфоновым радиальным градиентом и сахарной присыпкой)\n\nМой Англоязычный канал - https://www.youtube.com/channel/UCMKwW21nS0uK1-KtWA6XEEg\nСпасибо за ПОДПИСКУ ♥\n\nМатериалы из видео:\nБаза каучуковая  - https://goo.gl/K4jpA7\nТоп без л/с - https://goo.gl/EqaUtX\nФиолетовый 5631 - https://goo.gl/Vvgm6X\nРозовый 3785 - https://goo.gl/557bwQhttps://goo.gl/557bwQ\nГЕЛЬ-ПЛАСТИЛИН - https://goo.gl/RP6oyD\nКисть силиконовая для пластилина  - https://goo.gl/w8ubjk\n\nПредыдущий дизайн - https://www.youtube.com/watch?v=itqfAaA-b0g\n\n#Татьяна_Бугрий\n\nПодпишитесь на канал:\nhttps://www.youtube.com/channel/UCPeGsSJolGvikyKp7UBvjYQ\n\nПодписывайтесь на мой Instagram:  https://www.instagram.com/tatyana_bugry/\n\nВот мой ВК - https://vk.com/id96144754\n\nСпасибо за внимание, хорошего дня! :*"
DNzSAY6IuFY,17.14.11,ЖЕСТКИЕ ПРЯТКИ В ОСОБНЯКЕ | СОБОЛЕВ И МУРАТАЕВ,ChebuRussiaTV,29,2017-11-12T12:19:20.000Z,"развлечения|""угар""|""смешно""|""челлендж""|""эксперимент""|""семья""|""друзья""|""24 часа""|""challenge""|""diy""|""cheburussiatv""|""cheburussiantv""|""чебураша тв""|""чебураша""|""ЖЕСТКИЕ ПРЯТКИ""|""Николай соболев""|""соболев""|""александр муратаев""|""прятки""|""особняк""|""ночь в""|""бассейн""",747459,94626,1737,1777,https://i.ytimg.com/vi/DNzSAY6IuFY/default.jpg,FALSE,FALSE,FALSE,"Продолжение видео и наша реакцию у Саши на канале - https://goo.gl/yDrHQL\n\nРебят как мы и обещали, мы позвали в тот самый дом из прошлого ролика особых гостей - Николая Соболева и Александра Муратаева! Роль ведущего выпала Саше, который дико нас удивил своим подходом к игре, он в буквальном смысле перевернул весь дом вверх дном, перемещаясь с огромной скоростью в абсолютной темноте как настоящий ниндзя! Надеемся вам понравился этот ролик и возможно он немного поднял вам настроение в этот холодный осенний вечерок!)\n\n\nFOLLOW US! INSTAGRAM:\nАртем - https://www.instagram.com/superfrancuz/\nНикита - https://www.instagram.com/dreamofnik/ \nЖеня - https://www.instagram.com/hi_jey/\nФил - https://www.instagram.com/dreamofphil/\n\nFOLLOW US! VK:\nhttps://vk.com/francuzov\nhttps://vk.com/id167745\nhttps://vk.com/philipp.chekunov\nhttps://vk.com/hi_jey"
ulcBhCJotPU,17.14.11,НОЧЬ ПУГАЮЩАЯ ЗАГАДКА! ТБИ,Anny May,24,2017-11-13T12:00:20.000Z,"ТБИ|""НОЧНЫЕ ПОИСКИ""|""ПОИСКИ""|""НОЧНЫЕ""|""НОЧНЫЕ ПОИСКИ ТБИ""|""Anny May""|""энни мэй тби""|""энни мей""|""энни мэй""|""ани мей""|""моя ужасная история""|""сериал""|""страшное видео""|""скетч""|""#тби""|""ани мэй тби""|""попробуй не испугаться""|""сериал тби""|""новая жестокая игра""|""я попала в ловушку""|""самая страшная ночь""|""ночь""|""24 часа""|""все пропало""|""я звоню в полицию""|""что такаое тби""|""поиски ночью""|""очень опасно""|""тби поиск""|""поиск ночью""|""загадка тби""|""ночь пугающая загадка""|""загадка""|""пугающая загадка""",493894,39688,1358,69331,https://i.ytimg.com/vi/ulcBhCJotPU/default.jpg,FALSE,FALSE,FALSE,"НОЧЬ ПУГАЮЩАЯ ЗАГАДКА! ТБИ\n► Подписаться - https://goo.gl/l4SmxP \n►Instagram - https://www.instagram.com/anny_mayy/ \nПредыдущая серия - https://youtu.be/FPmoB2FNwmY\n► Сотрудничество: annymaywork@gmail.com \n\nНочные поиски ТБИ были безумно опасны, ведь царила темнота, потому что поиски были ночью, ТБИ оставили много загадок, которые нам предстоит вместе решить, ведь пока мы так и не разгадали, что значит ТБИ\n\n► Сотрудничество: annymaywork@gmail.com \n►Instagram - https://www.instagram.com/anny_mayy/ \n►VK - https://vk.com/anny_mayy \n\nночь пугающая загадка #ТБИ #тби"
Wn4519r1eJ4,17.14.11,ДОМ 2 НОВОСТИ ЭФИР 18 НОЯБРЯ 2017 (18.11.2017),Дом-2 Новости с Джулией,22,2017-11-13T11:53:12.000Z,"дом 2|""дом 2 новости""|""дом 2 последняя серия""|""ольга бузова""|""ксения бородина""|""ольга рапунцель""|""дом 2 свежие серии""|""реалити шоу""|""шоу""|""обзоры""|""обзоры новостей""|""дом 2 новости и слухи""|""дом 2 день""|""дом 2 вечерний выпуск""|""дом 2 ночной выпуск""|""дом 2 эфиры""|""дом 2 лайт""|""серия дом 2""|""дом 2 слухи""|""дом 2 на 6 дней раньше""|""дом 2 участники""|""новости дом 2""|""дом 2 анонс на завтра""|""дом 2 последние новости""|""дом 2 город любви""|""дом 2 после заката""|""дом 2 свежие""|""dom 2""|""звезды шоу бизнеса""",21130,40,34,12,https://i.ytimg.com/vi/Wn4519r1eJ4/default.jpg,FALSE,FALSE,FALSE,"ДОМ 2 НОВОСТИ И СЛУХИ 13 НОЯБРЯ 2017 (Эфир 18.11.2017)\nСайт косметики - http://fas.st/IYNi44\nЕсли вы смотрите Дом 2 свежие серии, то и дом 2 Свежие новости на моём канале будут вам интересны. Серии телепроекта можно посмотреть на официальном сайте дом2ру. На этом сайте вы найдёте сегодняшние эфиры, а именно: Дом 2 Город любви - вечерний эфир, Дом 2 lite - дневной эфир и Дом 2 После заката - ночной эфир программы. А на моём канале вы так же можете посмотреть Дом 2 новости и слухи и сплетни за сегодня.\nМой канал не является официальным. В видео использован Товарный знак Дом 2 (для информационных целей), принадлежащий АО ТНТ-Телесеть. Логотип Дом 2 не имеет отношения к моему каналу.\nОфициальный сайт дома 2 http://dom2.ru/"
RREkn9UvEBE,17.14.11,Взрослый разговор. Еда будущего или вот такая вот... хлорелла,Mediametrics Live,22,2017-11-13T10:05:46.000Z,[none],21814,9,46,0,https://i.ytimg.com/vi/RREkn9UvEBE/default.jpg,TRUE,FALSE,FALSE,"13-11-2017 12:00\n\nДаже самые на первый взгляд безумные проекты могут стать успешными, если есть семейная поддержка. Поговорим о том, сколько лет и сил нужно, чтобы добиться результата и убедить окружающих, что этот продукт - именно то, что им сейчас жизненно необходимо\n\nВедущий: Мария Большакова (http://radio.mediametrics.ru/presenter/105)\n        \nВ гостях: Фати Карелина, Основатель проекта Be.Live.Organic (http://radio.mediametrics.ru/dossier/11166/)"
QMqxXU67H7w,17.14.11,Сделаем иксы на UCOINcash ? Старт 15 ноября,Турбо Запуск от Ленара Янгирова,22,2017-11-13T10:56:57.000Z,"UCOINcash ico|""UCOINcash""|""UCOINcash отзывы""|""UCOINcash обзор""|""бит коннект обзор""|""BitConnect""|""BitConnect отзывы""|""бит коннект""|""бит коннект отзывы""|""bit connect""|""bit connect отзывы""|""битконнект отзывы""|""bitconnect lending""|""битконнект lending битконнект""|""BitConncet Coin""|""bcc""|""bitcoin""|""cryptocurrency""|""криптовалюта""|""биткоин""|""майнинг""|""заработать биткоин""|""заработок биткоин""|""как заработать биткоин""|""что такое биткоин""|""биткоин майнинг""|""биткоин ферма""|""битконнект""|""партнерка""",4022,23,2,9,https://i.ytimg.com/vi/QMqxXU67H7w/default.jpg,FALSE,FALSE,FALSE,"Регистрируемся в UCOINcash  https://ucoincash.co/ref/leopold2\n\nТелеграм чат: https://t.me/criptoyang  Тут  отчёты по моим инвестициям и информация по новым проектам\n\nОбзор UCOINcash https://youtu.be/628AiSioBkI\n\nМой инстаграм: http://instagram.com/yangirov87\n\nМой профиль в ВК https://vk.com/id96084435\n\n\n\n\n\n\n\n\n\n\n\n\nUCOINcash ico, UCOINcash, UCOINcash отзывы, UCOINcash обзор, бит коннект обзор, BitConnect,BitConnect отзывы,бит коннект,бит коннект отзывы, bit connect, bit connect отзывы, битконнект отзывы,bitconnect lending, битконнект lending битконнект, ,BitConncet Coin,bcc,bitcoin,bitconnect lending,cryptocurrency,криптовалюта,биткоин,майнинг,заработать биткоин,заработок биткоин,как заработать биткоин,что такое биткоин, биткоин майнинг,биткоин ферма,битконнект,партнерка,"
ovmsR1kkeLQ,17.14.11,Последнее видео погибшего экстремала Виталия Розова: полет над хребтами Шамони,MK-TV МК-ТВ,22,2017-11-12T14:58:46.000Z,[none],27015,15,29,16,https://i.ytimg.com/vi/ovmsR1kkeLQ/default.jpg,FALSE,FALSE,FALSE,"На странице известного бейсджампера Валерия Розова в соцсетях появился его последний ролик с прыжком в Шамони в Альпах. 52-летний российский экстремал из Москвы был известен во всем мире. В октябре 2016 года Розов установил мировой рекорд по вершине бейс-прыжка, спикировав с гималайской вершины Чо-Ойю на границе Китая и Непала высотой в 7700 метров. Но 11 ноября 2017 года очередной прыжок в Непале с горы Ама-Даблам закончился трагедией — спортсмен погиб, рухнув на ледник на высоте в 6000 метров."
I5GPPwwtLO0,17.14.11,NILA MANIA - ЛЮДИ (Премьера клипа 2017),Nila Mania,22,2017-11-13T07:03:11.000Z,"Nila Mania|""Нила""|""Нила Мания""|""музыка""|""влог""|""vlog""|""NILA MANIA - ЛЮДИ (Премьера клипа 2017)""|""Премьера клипа 2017""|""Премьера клипа""|""Премьера""|""2017""|""клип""|""премьера песни""|""песня""|""трек""|""видеоЮ""|""канал""|""нила мания люди""|""люди""|""люди нила мания""|""люди клип""|""нила мания королева""|""нила мания голос""|""нила мания деспасито""|""нила мания розовое вино""|""розовое вино""|""кавер""|""песни на один бит""|""на один бит""|""бит""|""песни""|""беливер""|""поет""|""music""|""лучшие клипы""|""хиты""|""хит""",161977,2456,131,351,https://i.ytimg.com/vi/I5GPPwwtLO0/default.jpg,FALSE,FALSE,FALSE,"ПОСЛУШАТЬ И СКАЧАТЬ\niTunes, Apple music:  \nhttps://itunes.apple.com/ru/album/%D0%BB%D1%8E%D0%B4%D0%B8/1310653114?i=1310653117\nGoogle Play: https://play.google.com/store/music/album?id=Btgvzvfirn3h2ib7z44zyfm5mpe\nЯндекс музыка: https://music.yandex.ru/album/4820076\n\nПо вопросам выступлений и сотрудничества: 8-977-267-55-79 (Юлия)\n\nМузыка, слова: https://www.instagram.com/nila_mania\nСаунд-продакшн: https://www.instagram.com/kirillmotya/, http://dynamikamusic.com\nСведение, мастеринг: https://www.vk.com/danilov_mixing\nРежиссер: https://www.instagram.com/rahimovanton/\nСтилист: https://www.instagram.com/koshka_prishla/\nМэйкап, прически: школа визажа и грима Estel Shine на Мосфильме, makeup-estel.ru\nhttps://www.instagram.com/galiya_senzhapova/\nhttps://www.instagram.com/imari11/\nhttps://www.instagram.com/makeup_justart/\nhttps://www.instagram.com/anastasia_foss/\nДизайн логотипа: https://www.instagram.com/sashakolmy, https://www.instagram.com/norboev_lev\n\nNILA MANIA в социальных сетях:\ninstagram: https://www.instagram.com/nila_mania\nвКонтакте:: https://vk.com/niloofun\n\nNILA MANIA - ЛЮДИ (Премьера клипа 2017)"
V_PNqKNu12o,17.14.11,Званый Ужин ТРЭШ-ОБЗОР (Беззубая Королева),Looks Show,23,2017-11-13T17:20:12.000Z,"званый ужин|""званый""|""званый ужин обзор""|""званый ужин треш""|""обзор званый ужин""|""обзор""|""чак""|""лукс шоу""|""половинки обзор""|""looks show""|""трэш-обзор""|""треш обзор""|""света яковлева""|""гламурная света""|""беззубая королева""|""королева гламура""",47457,4507,245,522,https://i.ytimg.com/vi/V_PNqKNu12o/default.jpg,FALSE,FALSE,FALSE,"Скачивай Appbonu$ на Айфон: https://goo.gl/roNuLQ \nСкачивай Appbonu$ на Android: https://goo.gl/P9wD3i \nВведи промо-код IBONUS, заработай больше денег!\n\nТрэш Обзор на Званный Ужин с Светой Яковлевой.\n\nРеклама, сотрудничество -  looks_show@zlodei.team\nЯ ВК - https://vk.cc/60Cvf9\n\nРОЛИК СОЗДАН ИСКЛЮЧИТЕЛЬНО В РАЗВЛЕКАТЕЛЬНЫХ ЦЕЛЯХ."
9w0v_qBcjxA,17.14.11,Мы расстаемся! Пранк над парнем принял неожиданный поворот...,Mikael's Studio,24,2017-11-13T16:58:09.000Z,"пранк|""пранк над парнем""|""девушка пранкнула парня""|""мы расстаемся пранк""|""лучший пранк""|""смешной пранк""|""угарный пранк""|""расстаемся пранк""|""девушка пранк""|""парень пранк""|""прикол над парнем""|""смешной прикол""|""угарный прикол""|""лучший прикол""",101114,3028,295,420,https://i.ytimg.com/vi/9w0v_qBcjxA/default.jpg,FALSE,FALSE,FALSE,"Девушка решила пранкнуть парня, сказав ему, что бросает его, но не ожидала этого...\n\nКанал, с которого осуществлялся перевод - https://www.youtube.com/user/WhealthbySlaiman\n\nCтраница переводчика ВК - https://vk.com/mikaelperevodchik\nГруппа переводчика ВК - https://vk.com/mikaeltranslaterofficial"
B6LJOljY-p8,17.14.11,Хар куни Оч Қоринга Чеснок  Есангиз Мўъжизани Кўрасиз,Fox Uz,22,2017-11-13T16:12:46.000Z,[none],32720,934,27,59,https://i.ytimg.com/vi/B6LJOljY-p8/default.jpg,FALSE,FALSE,FALSE,Хар куни Оч Қоринга Саримсоқ Пиёз Есангиз Мўъжизани Кўрасиз
